Receita Total,Pedidos Totais,Ticket Médio Produto,Quantidade Clientes,Nota Media Avaliação,Prazo Médio Entrega Seleção,Taxa Cancelamento,Taxa de Entregas Atrasadas
"$13221498,1",99441,"$137,04",99441,4,12.496848761272934,0.006285133898492574,"6,77%"
